forecast_date,target,target_end_date,location,type,quantile,value,row
2020-10-19,4 wk ahead inc death,2020-11-14,17,point,NA,349,4608
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.01,44,4609
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.025,47,4610
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.05,52,4611
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.1,56,4612
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.15,58,4613
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.2,60,4614
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.25,62,4615
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.3,64,4616
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.35,65,4617
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.4,66,4618
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.45,67,4619
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.5,69,4620
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.55,70,4621
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.6,72,4622
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.65,73,4623
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.7,74,4624
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.75,76,4625
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.8,78,4626
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.85,80,4627
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.9,82,4628
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.95,86,4629
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.975,90,4630
2020-10-19,1 wk ahead inc death,2020-10-24,19,quantile,0.99,95,4631
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.01,35,4632
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.025,40,4633
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.05,45,4634
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.1,50,4635
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.15,53,4636
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.2,55,4637
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.25,57,4638
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.3,59,4639
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.35,62,4640
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.4,64,4641
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.45,66,4642
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.5,68,4643
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.55,70,4644
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.6,72,4645
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.65,74,4646
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.7,76,4647
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.75,78,4648
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.8,80,4649
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.85,83,4650
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.9,86,4651
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.95,91,4652
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.975,95,4653
2020-10-19,2 wk ahead inc death,2020-10-31,19,quantile,0.99,99,4654
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.01,27,4655
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.025,34,4656
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.05,38,4657
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.1,46,4658
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.15,51,4659
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.2,54,4660
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.25,57,4661
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.3,60,4662
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.35,62,4663
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.4,65,4664
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.45,67,4665
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.5,69,4666
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.55,72,4667
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.6,73,4668
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.65,76,4669
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.7,78,4670
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.75,81,4671
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.8,85,4672
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.85,88,4673
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.9,92,4674
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.95,98,4675
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.975,104,4676
2020-10-19,3 wk ahead inc death,2020-11-07,19,quantile,0.99,110,4677
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.01,24,4678
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.025,27,4679
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.05,33,4680
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.1,43,4681
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.15,47,4682
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.2,52,4683
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.25,55,4684
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.3,58,4685
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.35,62,4686
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.4,65,4687
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.45,68,4688
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.5,70,4689
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.55,73,4690
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.6,76,4691
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.65,79,4692
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.7,81,4693
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.75,84,4694
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.8,87,4695
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.85,91,4696
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.9,96,4697
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.95,105,4698
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.975,112,4699
2020-10-19,4 wk ahead inc death,2020-11-14,19,quantile,0.99,118,4700
2020-10-19,1 wk ahead inc death,2020-10-24,19,point,NA,69,4701
2020-10-19,2 wk ahead inc death,2020-10-31,19,point,NA,68,4702
2020-10-19,3 wk ahead inc death,2020-11-07,19,point,NA,69,4703
2020-10-19,4 wk ahead inc death,2020-11-14,19,point,NA,70,4704
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.01,2861,1
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.025,2874,2
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.05,2881,3
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.1,2890,4
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.15,2896,5
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.2,2901,6
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.25,2905,7
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.3,2908,8
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.35,2911,9
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.4,2914,10
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.45,2918,11
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.5,2920,12
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.55,2924,13
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.6,2928,14
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.65,2931,15
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.7,2935,16
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.75,2940,17
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.8,2943,18
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.85,2947,19
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.9,2952,20
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.95,2961,21
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.975,2970,22
2020-10-19,1 wk ahead cum death,2020-10-24,01,quantile,0.99,2976,23
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.01,2910,24
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.025,2934,25
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.05,2949,26
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.1,2969,27
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.15,2983,28
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.2,2995,29
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.25,3005,30
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.3,3013,31
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.35,3020,32
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.4,3026,33
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.45,3034,34
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.5,3041,35
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.55,3049,36
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.6,3057,37
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.65,3063,38
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.7,3071,39
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.75,3080,40
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.8,3087,41
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.85,3097,42
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.9,3110,43
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.95,3130,44
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.975,3147,45
2020-10-19,2 wk ahead cum death,2020-10-31,01,quantile,0.99,3162,46
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.01,2953,47
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.025,2989,48
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.05,3017,49
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.1,3049,50
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.15,3072,51
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.2,3091,52
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.25,3107,53
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.3,3121,54
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.35,3132,55
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.4,3142,56
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.45,3154,57
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.5,3166,58
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.55,3178,59
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.6,3191,60
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.65,3201,61
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.7,3214,62
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.75,3228,63
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.8,3241,64
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.85,3258,65
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.9,3278,66
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.95,3311,67
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.975,3339,68
2020-10-19,3 wk ahead cum death,2020-11-07,01,quantile,0.99,3361,69
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.01,2995,70
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.025,3039,71
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.05,3082,72
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.1,3126,73
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.15,3160,74
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.2,3187,75
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.25,3209,76
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.3,3230,77
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.35,3246,78
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.4,3260,79
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.45,3277,80
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.5,3294,81
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.55,3310,82
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.6,3328,83
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.65,3344,84
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.7,3362,85
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.75,3383,86
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.8,3401,87
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.85,3425,88
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.9,3456,89
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.95,3507,90
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.975,3545,91
2020-10-19,4 wk ahead cum death,2020-11-14,01,quantile,0.99,3583,92
2020-10-19,1 wk ahead cum death,2020-10-24,01,point,NA,2920,93
2020-10-19,2 wk ahead cum death,2020-10-31,01,point,NA,3041,94
2020-10-19,3 wk ahead cum death,2020-11-07,01,point,NA,3166,95
2020-10-19,4 wk ahead cum death,2020-11-14,01,point,NA,3294,96
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.01,67,97
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.025,67,98
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.05,67,99
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.1,68,100
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.15,69,101
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.2,69,102
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.25,70,103
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.3,71,104
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.35,71,105
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.4,72,106
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.45,72,107
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.5,72,108
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.55,73,109
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.6,73,110
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.65,73,111
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.7,74,112
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.75,74,113
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.8,75,114
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.85,76,115
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.9,77,116
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.95,78,117
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.975,79,118
2020-10-19,1 wk ahead cum death,2020-10-24,02,quantile,0.99,80,119
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.01,67,120
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.025,67,121
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.05,67,122
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.1,68,123
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.15,70,124
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.2,71,125
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.25,73,126
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.3,74,127
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.35,75,128
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.4,76,129
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.45,77,130
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.5,77,131
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.55,79,132
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.6,79,133
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.65,80,134
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.7,81,135
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.75,82,136
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.8,83,137
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.85,85,138
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.9,87,139
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.95,89,140
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.975,92,141
2020-10-19,2 wk ahead cum death,2020-10-31,02,quantile,0.99,94,142
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.01,67,143
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.025,67,144
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.05,67,145
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.1,68,146
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.15,71,147
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.2,73,148
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.25,75,149
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.3,77,150
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.35,79,151
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.4,80,152
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.45,82,153
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.5,82,154
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.55,85,155
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.6,85,156
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.65,87,157
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.7,89,158
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.75,90,159
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.8,92,160
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.85,95,161
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.9,98,162
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.95,101,163
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.975,105,164
2020-10-19,3 wk ahead cum death,2020-11-07,02,quantile,0.99,109,165
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.01,67,166
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.025,67,167
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.05,67,168
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.1,68,169
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.15,72,170
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.2,75,171
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.25,77,172
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.3,80,173
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.35,83,174
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.4,84,175
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.45,87,176
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.5,87,177
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.55,91,178
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.6,91,179
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.65,94,180
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.7,97,181
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.75,98,182
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.8,101,183
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.85,105,184
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.9,109,185
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.95,114,186
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.975,120,187
2020-10-19,4 wk ahead cum death,2020-11-14,02,quantile,0.99,125,188
2020-10-19,1 wk ahead cum death,2020-10-24,02,point,NA,72,189
2020-10-19,2 wk ahead cum death,2020-10-31,02,point,NA,77,190
2020-10-19,3 wk ahead cum death,2020-11-07,02,point,NA,82,191
2020-10-19,4 wk ahead cum death,2020-11-14,02,point,NA,87,192
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.01,1630,289
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.025,1641,290
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.05,1648,291
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.1,1657,292
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.15,1661,293
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.2,1666,294
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.25,1670,295
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.3,1676,296
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.35,1679,297
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.4,1682,298
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.45,1685,299
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.5,1688,300
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.55,1691,301
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.6,1694,302
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.65,1697,303
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.7,1702,304
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.75,1705,305
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.8,1709,306
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.85,1714,307
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.9,1720,308
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.95,1729,309
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.975,1737,310
2020-10-19,1 wk ahead cum death,2020-10-24,05,quantile,0.99,1746,311
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.01,1683,312
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.025,1707,313
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.05,1726,314
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.1,1749,315
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.15,1760,316
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.2,1769,317
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.25,1778,318
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.3,1788,319
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.35,1796,320
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.4,1803,321
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.45,1810,322
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.5,1818,323
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.55,1825,324
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.6,1832,325
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.65,1839,326
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.7,1848,327
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.75,1855,328
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.8,1864,329
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.85,1874,330
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.9,1890,331
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.95,1910,332
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.975,1925,333
2020-10-19,2 wk ahead cum death,2020-10-31,05,quantile,0.99,1946,334
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.01,1735,335
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.025,1767,336
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.05,1798,337
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.1,1833,338
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.15,1852,339
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.2,1869,340
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.25,1883,341
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.3,1898,342
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.35,1910,343
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.4,1924,344
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.45,1934,345
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.5,1948,346
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.55,1959,347
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.6,1971,348
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.65,1982,349
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.7,1995,350
2020-10-19,3 wk ahead cum death,2020-11-07,05,quantile,0.75,2009,351
