location,model,missingness_eligibility,q10_eligibility,nondecreasing_quantiles_eligibility,overall_eligibility,location_abbreviation,location_name
33,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NH,New Hampshire
33,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NH,New Hampshire
33,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NH,New Hampshire
33,UCLA-SuEIR,eligible,eligible,eligible,eligible,NH,New Hampshire
33,UMass-MechBayes,eligible,eligible,eligible,eligible,NH,New Hampshire
33,UT-Mobility,eligible,eligible,eligible,eligible,NH,New Hampshire
33,YYG-ParamSearch,eligible,eligible,eligible,eligible,NH,New Hampshire
34,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NJ,New Jersey
34,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,NJ,New Jersey
34,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,NJ,New Jersey
34,CU-select,eligible,eligible,eligible,eligible,NJ,New Jersey
34,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NJ,New Jersey
34,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,NJ,New Jersey
34,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NJ,New Jersey
34,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NJ,New Jersey
34,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,NJ,New Jersey
34,LANL-GrowthRate,eligible,eligible,eligible,eligible,NJ,New Jersey
34,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,NJ,New Jersey
34,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NJ,New Jersey
34,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NJ,New Jersey
34,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NJ,New Jersey
34,UCLA-SuEIR,eligible,eligible,eligible,eligible,NJ,New Jersey
34,UMass-MechBayes,eligible,eligible,eligible,eligible,NJ,New Jersey
34,UT-Mobility,eligible,eligible,eligible,eligible,NJ,New Jersey
34,YYG-ParamSearch,eligible,eligible,eligible,eligible,NJ,New Jersey
35,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NM,New Mexico
35,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,NM,New Mexico
35,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,NM,New Mexico
35,CU-select,eligible,eligible,eligible,eligible,NM,New Mexico
35,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NM,New Mexico
35,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NM,New Mexico
35,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NM,New Mexico
35,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NM,New Mexico
35,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,NM,New Mexico
35,LANL-GrowthRate,eligible,eligible,eligible,eligible,NM,New Mexico
35,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,NM,New Mexico
35,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NM,New Mexico
35,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NM,New Mexico
35,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NM,New Mexico
35,UCLA-SuEIR,eligible,eligible,eligible,eligible,NM,New Mexico
35,UMass-MechBayes,eligible,eligible,eligible,eligible,NM,New Mexico
35,UT-Mobility,eligible,eligible,eligible,eligible,NM,New Mexico
35,YYG-ParamSearch,eligible,eligible,eligible,eligible,NM,New Mexico
36,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NY,New York
36,CAN-SEIR_CAN,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NY,New York
36,CovidAnalytics-DELPHI,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NY,New York
36,CU-select,eligible,eligible,eligible,eligible,NY,New York
36,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NY,New York
36,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,NY,New York
36,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NY,New York
36,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NY,New York
36,JHU_IDD-CovidSP,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NY,New York
36,LANL-GrowthRate,eligible,eligible,eligible,eligible,NY,New York
36,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,NY,New York
36,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NY,New York
36,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NY,New York
36,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NY,New York
36,UCLA-SuEIR,eligible,eligible,eligible,eligible,NY,New York
36,UMass-MechBayes,eligible,eligible,eligible,eligible,NY,New York
36,UT-Mobility,eligible,eligible,eligible,eligible,NY,New York
36,YYG-ParamSearch,eligible,eligible,eligible,eligible,NY,New York
37,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NC,North Carolina
37,CAN-SEIR_CAN,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NC,North Carolina
37,CovidAnalytics-DELPHI,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NC,North Carolina
37,CU-select,eligible,eligible,eligible,eligible,NC,North Carolina
37,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NC,North Carolina
37,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,NC,North Carolina
37,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NC,North Carolina
37,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NC,North Carolina
37,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,NC,North Carolina
37,LANL-GrowthRate,eligible,eligible,eligible,eligible,NC,North Carolina
37,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,NC,North Carolina
37,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,NC,North Carolina
37,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,NC,North Carolina
37,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,NC,North Carolina
37,UCLA-SuEIR,eligible,eligible,eligible,eligible,NC,North Carolina
37,UMass-MechBayes,eligible,eligible,eligible,eligible,NC,North Carolina
37,UT-Mobility,eligible,eligible,eligible,eligible,NC,North Carolina
37,YYG-ParamSearch,eligible,eligible,eligible,eligible,NC,North Carolina
38,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,ND,North Dakota
38,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,ND,North Dakota
38,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,ND,North Dakota
38,CU-select,eligible,eligible,eligible,eligible,ND,North Dakota
38,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,ND,North Dakota
38,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,ND,North Dakota
38,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,ND,North Dakota
38,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,ND,North Dakota
38,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,ND,North Dakota
38,LANL-GrowthRate,eligible,eligible,eligible,eligible,ND,North Dakota
38,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,ND,North Dakota
38,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,ND,North Dakota
38,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,ND,North Dakota
38,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,ND,North Dakota
38,UCLA-SuEIR,eligible,eligible,eligible,eligible,ND,North Dakota
38,UMass-MechBayes,eligible,eligible,eligible,eligible,ND,North Dakota
38,UT-Mobility,eligible,eligible,eligible,eligible,ND,North Dakota
38,YYG-ParamSearch,eligible,eligible,eligible,eligible,ND,North Dakota
39,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OH,Ohio
39,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,OH,Ohio
39,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,OH,Ohio
39,CU-select,eligible,eligible,eligible,eligible,OH,Ohio
39,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OH,Ohio
39,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OH,Ohio
39,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OH,Ohio
39,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OH,Ohio
39,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,OH,Ohio
39,LANL-GrowthRate,eligible,eligible,eligible,eligible,OH,Ohio
39,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,OH,Ohio
39,NotreDame-FRED,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,OH,Ohio
39,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,OH,Ohio
39,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OH,Ohio
39,UCLA-SuEIR,eligible,eligible,eligible,eligible,OH,Ohio
39,UMass-MechBayes,eligible,eligible,eligible,eligible,OH,Ohio
39,UT-Mobility,eligible,eligible,eligible,eligible,OH,Ohio
39,YYG-ParamSearch,eligible,eligible,eligible,eligible,OH,Ohio
40,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OK,Oklahoma
40,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,OK,Oklahoma
40,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,OK,Oklahoma
40,CU-select,eligible,eligible,eligible,eligible,OK,Oklahoma
40,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OK,Oklahoma
40,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OK,Oklahoma
40,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OK,Oklahoma
40,IowaStateLW-STEM,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OK,Oklahoma
40,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,OK,Oklahoma
40,LANL-GrowthRate,eligible,eligible,eligible,eligible,OK,Oklahoma
40,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,OK,Oklahoma
40,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OK,Oklahoma
40,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,OK,Oklahoma
40,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OK,Oklahoma
40,UCLA-SuEIR,eligible,eligible,eligible,eligible,OK,Oklahoma
40,UMass-MechBayes,eligible,eligible,eligible,eligible,OK,Oklahoma
40,UT-Mobility,eligible,eligible,eligible,eligible,OK,Oklahoma
40,YYG-ParamSearch,eligible,eligible,eligible,eligible,OK,Oklahoma
41,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OR,Oregon
41,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,OR,Oregon
41,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,OR,Oregon
41,CU-select,eligible,eligible,eligible,eligible,OR,Oregon
41,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OR,Oregon
41,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OR,Oregon
41,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OR,Oregon
41,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OR,Oregon
41,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,OR,Oregon
41,LANL-GrowthRate,eligible,eligible,eligible,eligible,OR,Oregon
41,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,OR,Oregon
41,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,OR,Oregon
41,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,OR,Oregon
41,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,OR,Oregon
41,UCLA-SuEIR,eligible,eligible,eligible,eligible,OR,Oregon
41,UMass-MechBayes,eligible,eligible,eligible,eligible,OR,Oregon
41,UT-Mobility,eligible,eligible,eligible,eligible,OR,Oregon
41,YYG-ParamSearch,eligible,eligible,eligible,eligible,OR,Oregon
42,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,PA,Pennsylvania
42,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,CU-select,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PA,Pennsylvania
42,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,PA,Pennsylvania
42,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PA,Pennsylvania
42,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,PA,Pennsylvania
42,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,LANL-GrowthRate,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,PA,Pennsylvania
42,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,PA,Pennsylvania
42,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,PA,Pennsylvania
42,UCLA-SuEIR,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,UMass-MechBayes,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,UT-Mobility,eligible,eligible,eligible,eligible,PA,Pennsylvania
42,YYG-ParamSearch,eligible,eligible,eligible,eligible,PA,Pennsylvania
44,Auquan-SEIR,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.,RI,Rhode Island
44,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,RI,Rhode Island
44,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,RI,Rhode Island
44,CU-select,eligible,eligible,eligible,eligible,RI,Rhode Island
44,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,RI,Rhode Island
44,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,RI,Rhode Island
44,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,RI,Rhode Island
44,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,RI,Rhode Island
44,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,RI,Rhode Island
44,LANL-GrowthRate,eligible,eligible,eligible,eligible,RI,Rhode Island
44,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,RI,Rhode Island
44,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,RI,Rhode Island
44,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,RI,Rhode Island
44,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,RI,Rhode Island
44,UCLA-SuEIR,eligible,eligible,eligible,eligible,RI,Rhode Island
44,UMass-MechBayes,eligible,eligible,eligible,eligible,RI,Rhode Island
44,UT-Mobility,eligible,eligible,eligible,eligible,RI,Rhode Island
44,YYG-ParamSearch,eligible,eligible,eligible,eligible,RI,Rhode Island
45,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SC,South Carolina
45,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,SC,South Carolina
45,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,SC,South Carolina
45,CU-select,eligible,eligible,eligible,eligible,SC,South Carolina
45,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SC,South Carolina
45,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SC,South Carolina
45,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SC,South Carolina
45,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SC,South Carolina
45,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,SC,South Carolina
45,LANL-GrowthRate,eligible,eligible,eligible,eligible,SC,South Carolina
45,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,SC,South Carolina
45,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SC,South Carolina
45,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,SC,South Carolina
45,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SC,South Carolina
45,UCLA-SuEIR,eligible,eligible,eligible,eligible,SC,South Carolina
45,UMass-MechBayes,eligible,eligible,eligible,eligible,SC,South Carolina
45,UT-Mobility,eligible,eligible,eligible,eligible,SC,South Carolina
45,YYG-ParamSearch,eligible,eligible,eligible,eligible,SC,South Carolina
46,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SD,South Dakota
46,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,SD,South Dakota
46,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,SD,South Dakota
46,CU-select,eligible,eligible,eligible,eligible,SD,South Dakota
46,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SD,South Dakota
46,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SD,South Dakota
46,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SD,South Dakota
46,IowaStateLW-STEM,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SD,South Dakota
46,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,SD,South Dakota
46,LANL-GrowthRate,eligible,eligible,eligible,eligible,SD,South Dakota
46,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,SD,South Dakota
46,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,SD,South Dakota
46,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,SD,South Dakota
46,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,SD,South Dakota
46,UCLA-SuEIR,eligible,eligible,eligible,eligible,SD,South Dakota
46,UMass-MechBayes,eligible,eligible,eligible,eligible,SD,South Dakota
46,UT-Mobility,eligible,eligible,eligible,eligible,SD,South Dakota
46,YYG-ParamSearch,eligible,eligible,eligible,eligible,SD,South Dakota
47,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TN,Tennessee
47,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,TN,Tennessee
47,CovidAnalytics-DELPHI,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,TN,Tennessee
47,CU-select,eligible,eligible,eligible,eligible,TN,Tennessee
47,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TN,Tennessee
47,GT-DeepCOVID,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TN,Tennessee
47,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TN,Tennessee
47,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TN,Tennessee
47,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,TN,Tennessee
47,LANL-GrowthRate,eligible,eligible,eligible,eligible,TN,Tennessee
47,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,TN,Tennessee
47,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TN,Tennessee
47,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,TN,Tennessee
47,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TN,Tennessee
47,UCLA-SuEIR,eligible,eligible,eligible,eligible,TN,Tennessee
47,UMass-MechBayes,eligible,eligible,eligible,eligible,TN,Tennessee
47,UT-Mobility,eligible,eligible,eligible,eligible,TN,Tennessee
47,YYG-ParamSearch,eligible,eligible,eligible,eligible,TN,Tennessee
48,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TX,Texas
48,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,TX,Texas
48,CovidAnalytics-DELPHI,eligible,eligible,eligible,eligible,TX,Texas
48,CU-select,eligible,eligible,eligible,eligible,TX,Texas
48,GT_CHHS-COVID19,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TX,Texas
48,GT-DeepCOVID,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,Visual misalignment of predictive quantiles with JHU reference data.,TX,Texas
48,Imperial-Ensemble2,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TX,Texas
48,IowaStateLW-STEM,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TX,Texas
48,JHU_IDD-CovidSP,eligible,eligible,eligible,eligible,TX,Texas
48,LANL-GrowthRate,eligible,eligible,eligible,eligible,TX,Texas
48,MOBS-GLEAM_COVID,eligible,eligible,eligible,eligible,TX,Texas
48,NotreDame-FRED,missing required forecasts,quantile 0.1 of forecast for horizon 1 is missing,missing forecasts; cannot evaluate decreasing quantiles criterion,ineligible,TX,Texas
48,PSI-DRAFT,eligible,quantile 0.1 of forecast for horizon 1 is less than most recent observed,eligible,ineligible,TX,Texas
48,UA-EpiCovDA,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,TX,Texas
48,UCLA-SuEIR,eligible,eligible,eligible,eligible,TX,Texas
48,UMass-MechBayes,eligible,eligible,eligible,eligible,TX,Texas
48,UT-Mobility,eligible,eligible,eligible,eligible,TX,Texas
48,YYG-ParamSearch,eligible,eligible,eligible,eligible,TX,Texas
49,Auquan-SEIR,eligible,eligible,eligible,Visual misalignment of predictive quantiles with JHU reference data.,UT,Utah
49,CAN-SEIR_CAN,eligible,eligible,eligible,eligible,UT,Utah
