target,forecast_date,target_end_date,location,type,quantile,value
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.15,12550.0
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.15,12553.109681874037
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.15,12579.494761696427
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.2,12551.974599654357
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.2,12562.560906479206
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.2,12566.205223687797
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.2,12592.275112372106
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.25,12553.470858942039
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.25,12574.600129424902
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.25,12588.381091568974
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.25,12601.515880223185
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.3,12565.482928593885
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.3,12579.485341282643
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.3,12596.280356347987
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.3,12610.593988030321
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.35,12566.536638108228
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.35,12580.83575571627
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.35,12610.487320100732
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.35,12614.574133979891
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.4,12571.613362792825
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.4,12588.209316711693
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.4,12611.052188936976
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.4,12625.23478313738
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.45,12577.556589776992
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.45,12594.590637147492
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.45,12623.025427742856
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.45,12633.480139958298
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.5,12580.05981362258
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.5,12615.576957765954
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.5,12632.781036593746
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.5,12636.077737323365
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.55,12584.680042025007
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.55,12623.317348473614
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.55,12633.393599872881
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.55,12646.0645945497
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.6,12586.430467790766
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.6,12623.886895176362
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.6,12643.449974943002
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.6,12648.960961238688
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.65,12587.532322601975
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.65,12635.587526716768
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.65,12654.534868956167
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.65,12675.161259171971
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.7,12603.04767203008
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.7,12638.954426089931
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.7,12671.092548152334
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.7,12685.937124315513
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.75,12603.693427356235
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.75,12643.950388316214
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.75,12706.351703098884
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.75,12716.462459644956
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.8,12629.304658925124
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.8,12659.318530873694
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.8,12722.30443777236
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.8,12740.721529014085
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.85,12655.232355169423
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.85,12695.498920861437
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.85,12782.658167180609
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.85,12783.664860062923
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.9,12677.536972655978
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.9,12736.959728795338
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.9,12825.277029400058
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.9,12869.059155938368
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.95,12756.577422983099
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.95,12862.020600455324
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.95,12946.056797787216
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.95,13027.755311624514
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.975,12872.053022090166
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.975,13008.565214727885
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.975,13193.590242503658
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.975,13220.451842687024
1 wk ahead cum death,2021-06-28,2021-07-03,47,quantile,0.99,13231.652450348516
2 wk ahead cum death,2021-06-28,2021-07-10,47,quantile,0.99,13671.74502875928
3 wk ahead cum death,2021-06-28,2021-07-17,47,quantile,0.99,14056.178908187827
4 wk ahead cum death,2021-06-28,2021-07-24,47,quantile,0.99,14190.498010068903
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.01,52265.0
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.01,52265.0
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.01,52265.0
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.01,52265.0
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.025,52265.0
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.025,52265.0
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.025,52265.0
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.025,52265.0
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.05,52265.0
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.05,52265.0
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.05,52265.0
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.05,52351.892509348094
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.1,52265.0
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.1,52317.99714959023
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.1,52361.7186558366
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.1,52548.616836048626
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.15,52265.0
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.15,52381.096035915725
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.15,52471.04477755638
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.15,52646.99440973792
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.2,52330.14409363681
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.2,52459.975277563186
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.2,52538.30318387019
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.2,52684.334332145736
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.25,52349.64899231489
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.25,52512.858447432205
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.25,52670.09535286112
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.25,52732.47837659075
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.3,52383.42553198624
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.3,52520.37001393565
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.3,52680.275272741565
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.3,52800.34313400447
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.35,52387.46509064785
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.35,52524.48617901133
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.35,52737.975948549385
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.35,52800.86521910381
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.4,52419.300585260105
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.4,52551.12285225945
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.4,52751.829983008545
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.4,52850.149503205066
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.45,52446.59048710152
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.45,52589.02782803467
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.45,52795.28120124488
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.45,52888.16027883985
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.5,52455.06080760925
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.5,52671.7420326457
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.5,52832.07425825967
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.5,52919.61926116083
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.55,52455.28270848561
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.55,52700.83435859764
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.55,52847.96340331742
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.55,52959.88413560404
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.6,52473.426251652185
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.6,52705.91866997631
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.6,52881.27670377167
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.6,52977.85084390405
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.65,52480.658519325894
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.65,52744.287457688224
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.65,52926.11546116554
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.65,53082.55777921339
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.7,52551.800782918384
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.7,52772.69371096
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.7,53023.06050801007
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.7,53151.87753957753
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.75,52556.397785212575
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.75,52781.396258212204
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.75,53200.28862247542
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.75,53241.411945554566
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.8,52653.379307915944
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.8,52888.332520034186
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.8,53284.1414804517
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.8,53304.837825446055
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.85,52775.18111676462
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.85,52997.59610029713
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.85,53477.56329217016
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.85,53535.54272866003
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.9,52872.95483074937
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.9,53191.87357946945
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.9,53740.35215704316
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.9,53825.19899900997
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.95,53203.06733341989
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.95,53718.023232967666
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.95,54229.08690100572
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.95,54489.51148506491
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.975,53653.50540272379
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.975,54315.59305380347
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.975,55233.22136342294
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.975,55280.582189646724
1 wk ahead cum death,2021-06-28,2021-07-03,48,quantile,0.99,55160.3607011733
2 wk ahead cum death,2021-06-28,2021-07-10,48,quantile,0.99,57016.81363031473
3 wk ahead cum death,2021-06-28,2021-07-17,48,quantile,0.99,58813.18637590698
4 wk ahead cum death,2021-06-28,2021-07-24,48,quantile,0.99,59216.37401349534
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.01,2355.0
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.01,2355.0
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.01,2355.0
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.01,2355.0
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.025,2355.0
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.025,2355.0
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.025,2355.0
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.025,2355.0
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.05,2355.0
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.05,2355.0
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.05,2355.0
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.05,2368.8764838779466
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.1,2355.0
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.1,2367.727985391372
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.1,2373.5904089895066
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.1,2390.4832442876077
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.15,2355.0
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.15,2374.0220868172496
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.15,2381.1741283198144
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.15,2406.6930667386396
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.2,2363.3339913405516
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.2,2379.925790449709
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.2,2391.327340470917
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.2,2411.7708586081303
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.25,2364.485923661906
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.25,2384.6141150287926
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.25,2399.6131191928403
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.25,2418.086687750644
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.3,2366.2120955453574
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.3,2385.4762280088808
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.3,2405.2025116459813
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.3,2418.898042795571
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.35,2370.3337645589027
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.35,2386.58683642734
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.35,2409.556285745013
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.35,2419.594355911214
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.4,2374.444974881579
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.4,2395.265462424529
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.4,2411.2747055531063
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.4,2427.9787841065404
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.45,2377.8078562984224
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.45,2397.8302739592223
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.45,2420.912077149401
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.45,2432.165865183738
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.5,2380.3686927578046
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.5,2405.732535175324
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.5,2425.555345490983
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.5,2432.813902953363
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.55,2383.5630349658677
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.55,2411.8748041309045
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.55,2426.2135077778753
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.55,2435.2999381169147
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.6,2385.1605992652912
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.6,2413.1603387123077
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.6,2431.2370503942775
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.6,2436.4658638681076
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.65,2385.1951072797724
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.65,2413.279301995416
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.65,2433.3628399069607
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.65,2453.93589495224
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.7,2386.954740353311
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.7,2416.361405758288
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.7,2439.37214410377
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.7,2454.220051404593
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.75,2388.976466207922
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.75,2420.8039581865673
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.75,2457.897228574291
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.75,2463.2575452652304
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.8,2400.037620918018
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.8,2422.455530195484
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.8,2471.1951775211123
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.8,2472.706523015914
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.85,2406.9028364453006
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.85,2441.9452346377957
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.85,2489.9712030947067
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.85,2502.3085519484143
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.9,2420.097998749846
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.9,2461.1508649103484
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.9,2523.469684349254
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.9,2524.0587415395776
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.95,2450.232312595856
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.95,2514.5926620604287
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.95,2573.382773431355
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.95,2596.3964272141848
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.975,2506.6686538786325
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.975,2567.7820148238516
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.975,2670.4712023288184
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.975,2684.4566307937725
1 wk ahead cum death,2021-06-28,2021-07-03,49,quantile,0.99,2656.7921317929204
2 wk ahead cum death,2021-06-28,2021-07-10,49,quantile,0.99,2854.13353288882
3 wk ahead cum death,2021-06-28,2021-07-17,49,quantile,0.99,3033.014616843279
4 wk ahead cum death,2021-06-28,2021-07-24,49,quantile,0.99,3071.1651621489355
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.01,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.01,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.01,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.01,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.025,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.025,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.025,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.025,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.05,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.05,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.05,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.05,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.1,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.1,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.1,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.1,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.15,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.15,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.15,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.15,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.2,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.2,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.2,256.0
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.2,256.0
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.25,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.25,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.25,256.65641176907707
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.25,256.96489905062083
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.3,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.3,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.3,257.1409038906967
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.3,257.7560648818454
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.35,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.35,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.35,257.66620254692305
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.35,257.90365380622944
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.4,256.0
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.4,256.0
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.4,258.12052429385596
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.4,258.37716619631885
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.45,256.34589447648744
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.45,256.5832709662718
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.45,259.2887238983443
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.45,259.4363883514595
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.5,256.77165003850945
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.5,257.92164879758735
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.5,259.80156977504026
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.5,259.82189295391044
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.55,256.813929972376
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.55,258.9506041083609
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.55,260.45427025528886
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.55,260.77770107747887
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.6,256.9742178314041
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.6,259.1181544561022
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.6,261.2949250804932
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.6,261.3892344616534
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.65,257.06145780135523
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.65,259.31593654841885
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.65,261.7918733214261
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.65,263.45472335352554
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.7,258.19826602204944
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.7,260.03443115198047
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.7,264.0914959367522
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.7,264.5311749393263
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.75,258.45628079045565
2 wk ahead cum death,2021-06-28,2021-07-10,50,quantile,0.75,260.4287635432267
3 wk ahead cum death,2021-06-28,2021-07-17,50,quantile,0.75,267.09054119937974
4 wk ahead cum death,2021-06-28,2021-07-24,50,quantile,0.75,268.4421346764786
1 wk ahead cum death,2021-06-28,2021-07-03,50,quantile,0.8,259.99445915315283
