model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,909,274,2288
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,1608,557,5748
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,197,50,753
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,352,59,1330
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,949,191,3454
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,1911,713,5517
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,16,0,440
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,830,185,2449
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,12,0,377
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,US,84149,45054,179158
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,448,101,3715
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,197,24,958
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,729,278,1862
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,202,18,808
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,62,2,589
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,157,38,1088
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,343,60,1717
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,6805,3528,12531
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,128,14,620
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New York,29979,17982,45743
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,1051,324,3385
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0,325
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,518,147,1914
CU 30% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,241,37,1072
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,75,38,214
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,20,0,46
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Arizona,348,133,632
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Arkansas,19,1,70
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,California,1782,865,4134
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Colorado,499,274,1026
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Connecticut,737,375,1413
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,41,7,122
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,1405,652,3048
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,385,194,963
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,19,4,104
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,0,0,14
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1374,641,3744
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,201,92,513
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,32,5,146
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,38,14,127
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,53,14,190
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,573,303,1446
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,37,10,99
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,241,105,659
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1352,981,2488
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2185,1228,4987
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Minnesota,70,23,304
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Mississippi,20,5,80
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Missouri,238,133,504
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Montana,32,6,77
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Nebraska,8,1,67
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Nevada,67,29,215
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Hampshire,52,23,250
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Jersey,3092,1991,5650
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New Mexico,27,5,167
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,New York,16142,10815,24750
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,North Carolina,242,112,571
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,North Dakota,0,0,20
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Ohio,170,75,517
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Oklahoma,60,14,153
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Oregon,128,44,308
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Pennsylvania,1004,485,2138
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Rhode Island,55,27,135
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,South Carolina,115,49,373
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,South Dakota,16,0,183
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Tennessee,264,126,551
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Texas,493,283,1035
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Utah,82,31,247
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Vermont,65,19,150
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Virginia,133,47,411
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Washington,724,379,1742
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,West Virginia,0,0,20
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Wisconsin,231,93,540
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,Wyoming,2,0,38
CU 20% contact reduction,2020-04-13,1 wk ahead cum death,2020-04-18,US,36272,25548,58684
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,191,88,694
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,41,1,153
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Arizona,785,251,1852
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Montana,80,12,283
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Nebraska,17,1,170
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Nevada,125,39,487
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Hampshire,132,47,682
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Jersey,5981,3274,11799
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New Mexico,60,9,367
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,New York,27762,17026,44611
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,88,28,393
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,125,24,517
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1070,456,3126
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Arkansas,44,2,190
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,California,3302,1350,11673
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Colorado,1040,468,2919
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Connecticut,1548,648,3326
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,75,17,340
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,91,23,388
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,476,166,1494
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,2655,1655,5743
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,4907,2128,11715
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Minnesota,169,49,944
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Mississippi,67,16,241
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Missouri,528,236,1320
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,North Carolina,618,245,1676
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,North Dakota,0,0,77
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Ohio,357,125,1288
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Oklahoma,139,26,489
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,3079,1156,8015
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,796,319,2647
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,38,5,247
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,1,0,35
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,2697,1085,10068
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,440,158,1261
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,96,11,406
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Oregon,290,81,917
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Pennsylvania,1992,820,5629
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Rhode Island,122,51,295
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,South Carolina,264,105,1001
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,South Dakota,48,0,504
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Tennessee,573,196,1361
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Texas,1085,524,2700
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Utah,174,54,588
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Vermont,162,37,506
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Virginia,332,115,1249
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Washington,1152,499,3636
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,West Virginia,1,0,79
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Wisconsin,554,160,1441
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,Wyoming,7,0,92
CU 20% contact reduction,2020-04-13,2 wk ahead cum death,2020-04-25,US,70133,41495,134178
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,163,50,825
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,238,42,1160
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1741,589,5480
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,187,46,1006
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,802,251,2626
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4407,2310,10279
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,8507,2829,20316
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Minnesota,370,93,2303
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Mississippi,176,29,619
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Missouri,945,373,2717
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Montana,163,23,627
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Nebraska,37,1,351
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Nevada,211,46,1021
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Hampshire,304,70,1590
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,415,133,1614
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,74,6,323
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Arizona,1505,363,4628
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Arkansas,85,4,398
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,California,5695,1944,21557
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Colorado,1886,701,5479
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Connecticut,2693,993,6029
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,129,23,743
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,5593,1692,16394
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,1440,474,5209
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,69,5,560
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,6,0,68
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,4267,1412,19566
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,844,229,2500
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,219,29,934
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Oregon,611,153,2205
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Pennsylvania,3379,1117,10377
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Rhode Island,214,74,583
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,South Carolina,546,167,2435
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,South Dakota,92,0,888
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Tennessee,1054,291,2764
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Texas,2061,806,6123
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Utah,297,81,1136
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Vermont,331,61,1058
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Virginia,709,211,2633
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Washington,1956,690,7269
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,West Virginia,8,0,211
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Wisconsin,986,233,3074
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Wyoming,19,0,250
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,US,112369,57556,241912
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Jersey,9578,4554,19189
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New Mexico,120,14,783
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,New York,38296,22772,60775
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Carolina,1310,469,3949
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Ohio,634,192,2808
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,North Dakota,0,0,211
CU 20% contact reduction,2020-04-13,3 wk ahead cum death,2020-05-02,Oklahoma,274,46,1150
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,250,70,1275
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,2565,775,7958
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,397,43,1951
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,326,61,1744
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,1232,272,4571
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6306,2837,15052
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Michigan,12172,3954,27494
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,748,177,3037
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,111,9,574
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arizona,2385,390,8716
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Arkansas,131,4,796
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,California,8750,2577,34606
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Colorado,2969,879,8390
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Connecticut,3926,1284,8499
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,192,28,1290
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,8559,2507,26391
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2274,564,8469
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,123,5,1094
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,17,0,143
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,5967,1816,29646
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,1358,314,4030
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,400,64,1625
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oregon,1115,267,4342
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Pennsylvania,4807,1464,15216
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Rhode Island,326,99,924
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Carolina,954,265,3846
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,South Dakota,132,0,1122
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Tennessee,1646,435,4615
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Texas,3321,1076,11402
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Utah,437,98,1789
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Vermont,545,89,1638
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Virginia,1253,283,4448
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Washington,2943,894,12448
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,West Virginia,21,0,348
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wisconsin,1510,317,4926
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Wyoming,40,0,479
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,US,158394,71402,354150
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Minnesota,687,158,3883
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Mississippi,356,51,1334
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Missouri,1453,481,4729
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Montana,295,47,1055
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nebraska,51,2,614
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Nevada,358,56,1893
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Hampshire,507,109,2830
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Jersey,13184,5697,25321
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New Mexico,198,14,1549
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,New York,46447,26331,71904
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Carolina,2247,638,7510
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,North Dakota,0,0,359
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Ohio,1052,255,4852
CU 20% contact reduction,2020-04-13,4 wk ahead cum death,2020-05-09,Oklahoma,431,80,2170
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Alabama,148,96,330
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Alabama,226,106,598
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Alabama,293,119,768
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Alabama,331,126,886
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Delaware,54,36,137
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Delaware,68,36,195
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Delaware,74,36,220
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Delaware,74,36,225
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,District of Columbia,77,53,176
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,District of Columbia,100,56,263
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,District of Columbia,112,58,292
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,District of Columbia,116,58,302
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Florida,887,594,1444
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Florida,1541,785,2987
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Florida,2351,996,5184
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Florida,3228,1152,7848
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Georgia,828,479,2048
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Georgia,1381,628,3617
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Georgia,2005,803,5184
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Georgia,2627,958,7045
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Hawaii,26,10,84
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Hawaii,54,10,221
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Hawaii,74,10,318
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Hawaii,81,10,359
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Idaho,40,28,96
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Idaho,56,28,161
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Idaho,68,31,192
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Idaho,72,31,203
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Illinois,1058,746,1872
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Illinois,1222,772,2415
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Illinois,1248,780,2481
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Illinois,1248,780,2483
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Indiana,586,361,1328
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Indiana,781,394,2001
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Indiana,850,415,2198
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Indiana,860,418,2221
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Iowa,81,44,257
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Iowa,157,56,570
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Iowa,260,77,901
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Iowa,376,104,1202
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Alaska,13,8,33
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Alaska,19,8,57
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Alaska,24,8,74
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Alaska,25,8,82
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Kansas,110,59,308
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Kansas,202,73,642
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Kansas,306,93,998
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Kansas,401,104,1410
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Kentucky,206,103,460
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Kentucky,380,134,924
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Kentucky,577,176,1441
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Kentucky,766,201,2090
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Louisiana,1026,860,1505
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Louisiana,1115,893,1702
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Louisiana,1138,905,1727
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Louisiana,1141,905,1729
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Maine,32,19,76
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Maine,47,19,128
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Maine,57,19,173
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Maine,62,19,185
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Maryland,377,241,897
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Maryland,524,258,1430
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Maryland,582,269,1570
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Maryland,594,269,1590
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Massachusetts,1630,929,3515
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Massachusetts,3085,1222,7543
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Massachusetts,4755,1502,12559
IHME,2020-04-13,4 wk ahead cum death,2020-05-09,Massachusetts,6265,1635,17578
IHME,2020-04-13,1 wk ahead cum death,2020-04-18,Michigan,2032,1620,3265
IHME,2020-04-13,2 wk ahead cum death,2020-04-25,Michigan,2304,1709,3958
IHME,2020-04-13,3 wk ahead cum death,2020-05-02,Michigan,2366,1735,4084
