,quantile,value,type,location,target,forecast_date,target_end_date
2726,0.600,51,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2727,0.650,53,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2728,0.700,57,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2729,0.750,63,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2730,0.800,68,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2731,0.850,80,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2732,0.900,95,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2733,0.950,148,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2734,0.975,241,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2735,0.990,499,quantile,38,2 wk ahead cum death,2020-05-03,2020-05-16
2736,0.010,31,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2737,0.025,33,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2738,0.050,35,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2739,0.100,37,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2740,0.150,40,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2741,0.200,42,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2742,0.250,44,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2743,0.300,47,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2744,0.350,50,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2745,0.400,54,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2746,0.450,57,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2747,0.500,61,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2748,NA,61,point,38,3 wk ahead cum death,2020-05-03,2020-05-23
2749,0.550,68,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2750,0.600,75,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2751,0.650,84,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2752,0.700,96,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2753,0.750,116,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2754,0.800,153,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2755,0.850,213,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2756,0.900,361,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2757,0.950,941,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2758,0.975,2292,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2759,0.990,4208,quantile,38,3 wk ahead cum death,2020-05-03,2020-05-23
2760,0.010,32,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2761,0.025,35,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2762,0.050,37,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2763,0.100,40,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2764,0.150,44,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2765,0.200,47,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2766,0.250,50,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2767,0.300,55,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2768,0.350,60,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2769,0.400,65,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2770,0.450,74,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2771,0.500,82,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2772,NA,82,point,38,4 wk ahead cum death,2020-05-03,2020-05-30
2773,0.550,95,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2774,0.600,117,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2775,0.650,142,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2776,0.700,188,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2777,0.750,267,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2778,0.800,384,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2779,0.850,777,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2780,0.900,2075,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2781,0.950,4354,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2782,0.975,6050,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2783,0.990,9956,quantile,38,4 wk ahead cum death,2020-05-03,2020-05-30
2784,0.010,89,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2785,0.025,91,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2786,0.050,95,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2787,0.100,99,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2788,0.150,103,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2789,0.200,106,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2790,0.250,108,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2791,0.300,111,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2792,0.350,114,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2793,0.400,118,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2794,0.450,120,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2795,0.500,123,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2796,NA,123,point,31,1 wk ahead cum death,2020-05-03,2020-05-09
2797,0.550,126,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2798,0.600,129,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2799,0.650,132,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2800,0.700,136,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2801,0.750,141,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2802,0.800,146,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2803,0.850,154,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2804,0.900,166,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2805,0.950,188,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2806,0.975,208,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2807,0.990,261,quantile,31,1 wk ahead cum death,2020-05-03,2020-05-09
2808,0.010,103,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2809,0.025,107,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2810,0.050,112,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2811,0.100,121,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2812,0.150,129,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2813,0.200,136,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2814,0.250,143,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2815,0.300,152,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2816,0.350,159,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2817,0.400,166,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2818,0.450,176,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2819,0.500,187,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2820,NA,187,point,31,2 wk ahead cum death,2020-05-03,2020-05-16
2821,0.550,201,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2822,0.600,212,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2823,0.650,224,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2824,0.700,244,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2825,0.750,267,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2826,0.800,314,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2827,0.850,379,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2828,0.900,504,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2829,0.950,844,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2830,0.975,1569,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2831,0.990,2261,quantile,31,2 wk ahead cum death,2020-05-03,2020-05-16
2832,0.010,112,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2833,0.025,118,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2834,0.050,126,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2835,0.100,139,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2836,0.150,151,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2837,0.200,163,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2838,0.250,177,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2839,0.300,191,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2840,0.350,205,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2841,0.400,228,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2842,0.450,252,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2843,0.500,283,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2844,NA,283,point,31,3 wk ahead cum death,2020-05-03,2020-05-23
2845,0.550,317,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2846,0.600,360,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2847,0.650,419,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2848,0.700,508,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2849,0.750,656,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2850,0.800,875,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2851,0.850,1228,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2852,0.900,2154,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2853,0.950,4303,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2854,0.975,7083,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2855,0.990,11201,quantile,31,3 wk ahead cum death,2020-05-03,2020-05-23
2856,0.010,118,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2857,0.025,125,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2858,0.050,134,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2859,0.100,154,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2860,0.150,172,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2861,0.200,192,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2862,0.250,207,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2863,0.300,228,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2864,0.350,265,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2865,0.400,305,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2866,0.450,357,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2867,0.500,416,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2868,NA,416,point,31,4 wk ahead cum death,2020-05-03,2020-05-30
2869,0.550,505,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2870,0.600,637,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2871,0.650,870,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2872,0.700,1256,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2873,0.750,1715,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2874,0.800,2710,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2875,0.850,4048,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2876,0.900,7132,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2877,0.950,11182,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2878,0.975,15499,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2879,0.990,20861,quantile,31,4 wk ahead cum death,2020-05-03,2020-05-30
2880,0.010,81,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2881,0.025,82,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2882,0.050,85,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2883,0.100,87,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2884,0.150,89,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2885,0.200,91,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2886,0.250,92,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2887,0.300,94,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2888,0.350,96,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2889,0.400,98,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2890,0.450,101,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2891,0.500,103,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2892,NA,103,point,33,1 wk ahead cum death,2020-05-03,2020-05-09
2893,0.550,105,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2894,0.600,108,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2895,0.650,111,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2896,0.700,115,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2897,0.750,120,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2898,0.800,126,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2899,0.850,134,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2900,0.900,147,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2901,0.950,176,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2902,0.975,205,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2903,0.990,268,quantile,33,1 wk ahead cum death,2020-05-03,2020-05-09
2904,0.010,88,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2905,0.025,91,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2906,0.050,93,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2907,0.100,97,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2908,0.150,100,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2909,0.200,103,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2910,0.250,107,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2911,0.300,110,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2912,0.350,114,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2913,0.400,119,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2914,0.450,125,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2915,0.500,131,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2916,NA,131,point,33,2 wk ahead cum death,2020-05-03,2020-05-16
2917,0.550,138,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2918,0.600,148,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2919,0.650,160,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2920,0.700,181,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2921,0.750,196,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2922,0.800,224,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2923,0.850,273,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2924,0.900,352,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2925,0.950,616,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2926,0.975,1081,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2927,0.990,2175,quantile,33,2 wk ahead cum death,2020-05-03,2020-05-16
2928,0.010,92,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2929,0.025,95,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2930,0.050,99,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2931,0.100,103,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2932,0.150,108,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2933,0.200,112,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2934,0.250,119,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2935,0.300,125,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2936,0.350,131,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2937,0.400,137,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2938,0.450,151,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2939,0.500,166,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2940,NA,166,point,33,3 wk ahead cum death,2020-05-03,2020-05-23
2941,0.550,185,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2942,0.600,207,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2943,0.650,242,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2944,0.700,288,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2945,0.750,360,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2946,0.800,509,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2947,0.850,742,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2948,0.900,1163,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2949,0.950,2331,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2950,0.975,3841,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2951,0.990,6858,quantile,33,3 wk ahead cum death,2020-05-03,2020-05-23
2952,0.010,95,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2953,0.025,98,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2954,0.050,102,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2955,0.100,108,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2956,0.150,113,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2957,0.200,120,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2958,0.250,128,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2959,0.300,137,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2960,0.350,147,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2961,0.400,158,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2962,0.450,181,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2963,0.500,217,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2964,NA,217,point,33,4 wk ahead cum death,2020-05-03,2020-05-30
2965,0.550,253,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2966,0.600,307,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2967,0.650,373,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2968,0.700,564,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2969,0.750,790,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2970,0.800,1174,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2971,0.850,2046,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2972,0.900,3027,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2973,0.950,5348,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2974,0.975,7769,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2975,0.990,11522,quantile,33,4 wk ahead cum death,2020-05-03,2020-05-30
2976,0.010,7756,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2977,0.025,7883,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2978,0.050,8017,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2979,0.100,8160,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2980,0.150,8250,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2981,0.200,8371,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2982,0.250,8467,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2983,0.300,8577,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2984,0.350,8660,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2985,0.400,8733,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2986,0.450,8829,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2987,0.500,8951,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2988,NA,8951,point,34,1 wk ahead cum death,2020-05-03,2020-05-09
2989,0.550,9036,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2990,0.600,9136,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2991,0.650,9240,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2992,0.700,9354,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2993,0.750,9537,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2994,0.800,9720,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2995,0.850,9937,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2996,0.900,10286,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2997,0.950,11090,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2998,0.975,12785,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
2999,0.990,14266,quantile,34,1 wk ahead cum death,2020-05-03,2020-05-09
3000,0.010,8190,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3001,0.025,8353,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3002,0.050,8586,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3003,0.100,8770,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3004,0.150,8937,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3005,0.200,9089,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3006,0.250,9271,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3007,0.300,9423,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3008,0.350,9542,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3009,0.400,9703,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3010,0.450,9869,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3011,0.500,10041,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3012,NA,10041,point,34,2 wk ahead cum death,2020-05-03,2020-05-16
3013,0.550,10214,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3014,0.600,10392,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3015,0.650,10674,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3016,0.700,11020,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3017,0.750,11414,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3018,0.800,11840,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3019,0.850,12688,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3020,0.900,14113,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3021,0.950,18489,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3022,0.975,25802,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3023,0.990,42954,quantile,34,2 wk ahead cum death,2020-05-03,2020-05-16
3024,0.010,8420,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3025,0.025,8683,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3026,0.050,8896,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3027,0.100,9152,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3028,0.150,9384,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3029,0.200,9606,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3030,0.250,9853,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3031,0.300,10033,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3032,0.350,10212,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3033,0.400,10411,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3034,0.450,10684,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3035,0.500,10923,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3036,NA,10923,point,34,3 wk ahead cum death,2020-05-03,2020-05-23
3037,0.550,11112,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3038,0.600,11562,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3039,0.650,12095,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3040,0.700,12843,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3041,0.750,13677,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3042,0.800,14981,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3043,0.850,17939,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3044,0.900,24575,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3045,0.950,43347,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3046,0.975,72811,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3047,0.990,114685,quantile,34,3 wk ahead cum death,2020-05-03,2020-05-23
3048,0.010,8531,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3049,0.025,8828,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3050,0.050,9066,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3051,0.100,9413,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3052,0.150,9649,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3053,0.200,9944,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3054,0.250,10247,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3055,0.300,10446,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3056,0.350,10684,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3057,0.400,10993,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3058,0.450,11337,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3059,0.500,11639,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3060,NA,11639,point,34,4 wk ahead cum death,2020-05-03,2020-05-30
3061,0.550,12035,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3062,0.600,12672,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3063,0.650,13688,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3064,0.700,14746,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3065,0.750,16473,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3066,0.800,20183,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3067,0.850,28960,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3068,0.900,51174,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3069,0.950,96604,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3070,0.975,157614,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3071,0.990,205879,quantile,34,4 wk ahead cum death,2020-05-03,2020-05-30
3072,0.010,160,quantile,35,1 wk ahead cum death,2020-05-03,2020-05-09
