,quantile,value,type,location,target,forecast_date
20182,0.975,80382,quantile,34,4 wk ahead cum death,2020-04-26
20183,0.990,108749,quantile,34,4 wk ahead cum death,2020-04-26
20184,0.010,7287,quantile,34,5 wk ahead cum death,2020-04-26
20185,0.025,8252,quantile,34,5 wk ahead cum death,2020-04-26
20186,0.050,9061,quantile,34,5 wk ahead cum death,2020-04-26
20187,0.100,10248,quantile,34,5 wk ahead cum death,2020-04-26
20188,0.150,11028,quantile,34,5 wk ahead cum death,2020-04-26
20189,0.200,11602,quantile,34,5 wk ahead cum death,2020-04-26
20190,0.250,12337,quantile,34,5 wk ahead cum death,2020-04-26
20191,0.300,12994,quantile,34,5 wk ahead cum death,2020-04-26
20192,0.350,13678,quantile,34,5 wk ahead cum death,2020-04-26
20193,0.400,14398,quantile,34,5 wk ahead cum death,2020-04-26
20194,0.450,15059,quantile,34,5 wk ahead cum death,2020-04-26
20195,0.500,15701,quantile,34,5 wk ahead cum death,2020-04-26
20196,NA,15701,point,34,5 wk ahead cum death,2020-04-26
20197,0.550,16504,quantile,34,5 wk ahead cum death,2020-04-26
20198,0.600,17563,quantile,34,5 wk ahead cum death,2020-04-26
20199,0.650,18689,quantile,34,5 wk ahead cum death,2020-04-26
20200,0.700,20949,quantile,34,5 wk ahead cum death,2020-04-26
20201,0.750,23105,quantile,34,5 wk ahead cum death,2020-04-26
20202,0.800,26533,quantile,34,5 wk ahead cum death,2020-04-26
20203,0.850,32506,quantile,34,5 wk ahead cum death,2020-04-26
20204,0.900,46281,quantile,34,5 wk ahead cum death,2020-04-26
20205,0.950,78979,quantile,34,5 wk ahead cum death,2020-04-26
20206,0.975,130222,quantile,34,5 wk ahead cum death,2020-04-26
20207,0.990,178033,quantile,34,5 wk ahead cum death,2020-04-26
20208,0.010,8236,quantile,34,6 wk ahead cum death,2020-04-26
20209,0.025,8647,quantile,34,6 wk ahead cum death,2020-04-26
20210,0.050,9551,quantile,34,6 wk ahead cum death,2020-04-26
20211,0.100,10514,quantile,34,6 wk ahead cum death,2020-04-26
20212,0.150,11306,quantile,34,6 wk ahead cum death,2020-04-26
20213,0.200,12039,quantile,34,6 wk ahead cum death,2020-04-26
20214,0.250,12663,quantile,34,6 wk ahead cum death,2020-04-26
20215,0.300,13338,quantile,34,6 wk ahead cum death,2020-04-26
20216,0.350,14074,quantile,34,6 wk ahead cum death,2020-04-26
20217,0.400,15184,quantile,34,6 wk ahead cum death,2020-04-26
20218,0.450,15923,quantile,34,6 wk ahead cum death,2020-04-26
20219,0.500,16749,quantile,34,6 wk ahead cum death,2020-04-26
20220,NA,16749,point,34,6 wk ahead cum death,2020-04-26
20221,0.550,17972,quantile,34,6 wk ahead cum death,2020-04-26
20222,0.600,19096,quantile,34,6 wk ahead cum death,2020-04-26
20223,0.650,21091,quantile,34,6 wk ahead cum death,2020-04-26
20224,0.700,23365,quantile,34,6 wk ahead cum death,2020-04-26
20225,0.750,28542,quantile,34,6 wk ahead cum death,2020-04-26
20226,0.800,34479,quantile,34,6 wk ahead cum death,2020-04-26
20227,0.850,45269,quantile,34,6 wk ahead cum death,2020-04-26
20228,0.900,67446,quantile,34,6 wk ahead cum death,2020-04-26
20229,0.950,124076,quantile,34,6 wk ahead cum death,2020-04-26
20230,0.975,185961,quantile,34,6 wk ahead cum death,2020-04-26
20231,0.990,255381,quantile,34,6 wk ahead cum death,2020-04-26
20232,0.010,8039,quantile,34,7 wk ahead cum death,2020-04-26
20233,0.025,8799,quantile,34,7 wk ahead cum death,2020-04-26
20234,0.050,9413,quantile,34,7 wk ahead cum death,2020-04-26
20235,0.100,10538,quantile,34,7 wk ahead cum death,2020-04-26
20236,0.150,11424,quantile,34,7 wk ahead cum death,2020-04-26
20237,0.200,12291,quantile,34,7 wk ahead cum death,2020-04-26
20238,0.250,13087,quantile,34,7 wk ahead cum death,2020-04-26
20239,0.300,13978,quantile,34,7 wk ahead cum death,2020-04-26
20240,0.350,14801,quantile,34,7 wk ahead cum death,2020-04-26
20241,0.400,15638,quantile,34,7 wk ahead cum death,2020-04-26
20242,0.450,16777,quantile,34,7 wk ahead cum death,2020-04-26
20243,0.500,18154,quantile,34,7 wk ahead cum death,2020-04-26
20244,NA,18154,point,34,7 wk ahead cum death,2020-04-26
20245,0.550,19349,quantile,34,7 wk ahead cum death,2020-04-26
20246,0.600,21556,quantile,34,7 wk ahead cum death,2020-04-26
20247,0.650,24111,quantile,34,7 wk ahead cum death,2020-04-26
20248,0.700,27285,quantile,34,7 wk ahead cum death,2020-04-26
20249,0.750,33430,quantile,34,7 wk ahead cum death,2020-04-26
20250,0.800,46250,quantile,34,7 wk ahead cum death,2020-04-26
20251,0.850,61160,quantile,34,7 wk ahead cum death,2020-04-26
20252,0.900,103898,quantile,34,7 wk ahead cum death,2020-04-26
20253,0.950,165723,quantile,34,7 wk ahead cum death,2020-04-26
20254,0.975,224681,quantile,34,7 wk ahead cum death,2020-04-26
20255,0.990,284099,quantile,34,7 wk ahead cum death,2020-04-26
20256,0.010,8012,quantile,34,8 wk ahead cum death,2020-04-26
20257,0.025,8895,quantile,34,8 wk ahead cum death,2020-04-26
20258,0.050,9847,quantile,34,8 wk ahead cum death,2020-04-26
20259,0.100,10907,quantile,34,8 wk ahead cum death,2020-04-26
20260,0.150,11791,quantile,34,8 wk ahead cum death,2020-04-26
20261,0.200,12743,quantile,34,8 wk ahead cum death,2020-04-26
20262,0.250,13592,quantile,34,8 wk ahead cum death,2020-04-26
20263,0.300,14292,quantile,34,8 wk ahead cum death,2020-04-26
20264,0.350,15106,quantile,34,8 wk ahead cum death,2020-04-26
20265,0.400,16364,quantile,34,8 wk ahead cum death,2020-04-26
20266,0.450,17517,quantile,34,8 wk ahead cum death,2020-04-26
20267,0.500,18779,quantile,34,8 wk ahead cum death,2020-04-26
20268,NA,18779,point,34,8 wk ahead cum death,2020-04-26
20269,0.550,20476,quantile,34,8 wk ahead cum death,2020-04-26
20270,0.600,23002,quantile,34,8 wk ahead cum death,2020-04-26
20271,0.650,25576,quantile,34,8 wk ahead cum death,2020-04-26
20272,0.700,30638,quantile,34,8 wk ahead cum death,2020-04-26
20273,0.750,39950,quantile,34,8 wk ahead cum death,2020-04-26
20274,0.800,55303,quantile,34,8 wk ahead cum death,2020-04-26
20275,0.850,79422,quantile,34,8 wk ahead cum death,2020-04-26
20276,0.900,124508,quantile,34,8 wk ahead cum death,2020-04-26
20277,0.950,208924,quantile,34,8 wk ahead cum death,2020-04-26
20278,0.975,280122,quantile,34,8 wk ahead cum death,2020-04-26
20279,0.990,341575,quantile,34,8 wk ahead cum death,2020-04-26
20280,0.010,8369,quantile,34,9 wk ahead cum death,2020-04-26
20281,0.025,8827,quantile,34,9 wk ahead cum death,2020-04-26
20282,0.050,9669,quantile,34,9 wk ahead cum death,2020-04-26
20283,0.100,10770,quantile,34,9 wk ahead cum death,2020-04-26
20284,0.150,11778,quantile,34,9 wk ahead cum death,2020-04-26
20285,0.200,12533,quantile,34,9 wk ahead cum death,2020-04-26
20286,0.250,13717,quantile,34,9 wk ahead cum death,2020-04-26
20287,0.300,14756,quantile,34,9 wk ahead cum death,2020-04-26
20288,0.350,15972,quantile,34,9 wk ahead cum death,2020-04-26
20289,0.400,16880,quantile,34,9 wk ahead cum death,2020-04-26
20290,0.450,18297,quantile,34,9 wk ahead cum death,2020-04-26
20291,0.500,19799,quantile,34,9 wk ahead cum death,2020-04-26
20292,NA,19799,point,34,9 wk ahead cum death,2020-04-26
20293,0.550,21809,quantile,34,9 wk ahead cum death,2020-04-26
20294,0.600,24276,quantile,34,9 wk ahead cum death,2020-04-26
20295,0.650,28151,quantile,34,9 wk ahead cum death,2020-04-26
20296,0.700,34398,quantile,34,9 wk ahead cum death,2020-04-26
20297,0.750,45278,quantile,34,9 wk ahead cum death,2020-04-26
20298,0.800,66492,quantile,34,9 wk ahead cum death,2020-04-26
20299,0.850,97262,quantile,34,9 wk ahead cum death,2020-04-26
20300,0.900,150121,quantile,34,9 wk ahead cum death,2020-04-26
20301,0.950,226733,quantile,34,9 wk ahead cum death,2020-04-26
20302,0.975,295525,quantile,34,9 wk ahead cum death,2020-04-26
20303,0.990,345809,quantile,34,9 wk ahead cum death,2020-04-26
20304,0.010,7880,quantile,34,10 wk ahead cum death,2020-04-26
20305,0.025,8737,quantile,34,10 wk ahead cum death,2020-04-26
20306,0.050,9744,quantile,34,10 wk ahead cum death,2020-04-26
20307,0.100,10829,quantile,34,10 wk ahead cum death,2020-04-26
20308,0.150,11778,quantile,34,10 wk ahead cum death,2020-04-26
20309,0.200,12779,quantile,34,10 wk ahead cum death,2020-04-26
20310,0.250,13985,quantile,34,10 wk ahead cum death,2020-04-26
20311,0.300,15108,quantile,34,10 wk ahead cum death,2020-04-26
20312,0.350,16098,quantile,34,10 wk ahead cum death,2020-04-26
20313,0.400,17378,quantile,34,10 wk ahead cum death,2020-04-26
20314,0.450,18449,quantile,34,10 wk ahead cum death,2020-04-26
20315,0.500,20550,quantile,34,10 wk ahead cum death,2020-04-26
20316,NA,20550,point,34,10 wk ahead cum death,2020-04-26
20317,0.550,22840,quantile,34,10 wk ahead cum death,2020-04-26
20318,0.600,26429,quantile,34,10 wk ahead cum death,2020-04-26
20319,0.650,31646,quantile,34,10 wk ahead cum death,2020-04-26
20320,0.700,38849,quantile,34,10 wk ahead cum death,2020-04-26
20321,0.750,51208,quantile,34,10 wk ahead cum death,2020-04-26
20322,0.800,78484,quantile,34,10 wk ahead cum death,2020-04-26
20323,0.850,122221,quantile,34,10 wk ahead cum death,2020-04-26
20324,0.900,173401,quantile,34,10 wk ahead cum death,2020-04-26
20325,0.950,255884,quantile,34,10 wk ahead cum death,2020-04-26
20326,0.975,315357,quantile,34,10 wk ahead cum death,2020-04-26
20327,0.990,362385,quantile,34,10 wk ahead cum death,2020-04-26
20328,0.010,8296,quantile,34,11 wk ahead cum death,2020-04-26
20329,0.025,8889,quantile,34,11 wk ahead cum death,2020-04-26
20330,0.050,10050,quantile,34,11 wk ahead cum death,2020-04-26
20331,0.100,11080,quantile,34,11 wk ahead cum death,2020-04-26
20332,0.150,12221,quantile,34,11 wk ahead cum death,2020-04-26
20333,0.200,13233,quantile,34,11 wk ahead cum death,2020-04-26
20334,0.250,14079,quantile,34,11 wk ahead cum death,2020-04-26
20335,0.300,14993,quantile,34,11 wk ahead cum death,2020-04-26
20336,0.350,16284,quantile,34,11 wk ahead cum death,2020-04-26
20337,0.400,17628,quantile,34,11 wk ahead cum death,2020-04-26
20338,0.450,19021,quantile,34,11 wk ahead cum death,2020-04-26
20339,0.500,21331,quantile,34,11 wk ahead cum death,2020-04-26
20340,NA,21331,point,34,11 wk ahead cum death,2020-04-26
20341,0.550,23342,quantile,34,11 wk ahead cum death,2020-04-26
20342,0.600,27248,quantile,34,11 wk ahead cum death,2020-04-26
20343,0.650,32885,quantile,34,11 wk ahead cum death,2020-04-26
20344,0.700,41653,quantile,34,11 wk ahead cum death,2020-04-26
20345,0.750,57981,quantile,34,11 wk ahead cum death,2020-04-26
20346,0.800,93570,quantile,34,11 wk ahead cum death,2020-04-26
20347,0.850,142540,quantile,34,11 wk ahead cum death,2020-04-26
20348,0.900,201700,quantile,34,11 wk ahead cum death,2020-04-26
20349,0.950,276363,quantile,34,11 wk ahead cum death,2020-04-26
20350,0.975,354575,quantile,34,11 wk ahead cum death,2020-04-26
20351,0.990,405442,quantile,34,11 wk ahead cum death,2020-04-26
20352,0.010,8176,quantile,34,12 wk ahead cum death,2020-04-26
20353,0.025,8988,quantile,34,12 wk ahead cum death,2020-04-26
20354,0.050,9908,quantile,34,12 wk ahead cum death,2020-04-26
20355,0.100,10882,quantile,34,12 wk ahead cum death,2020-04-26
20356,0.150,11797,quantile,34,12 wk ahead cum death,2020-04-26
20357,0.200,12877,quantile,34,12 wk ahead cum death,2020-04-26
20358,0.250,14094,quantile,34,12 wk ahead cum death,2020-04-26
20359,0.300,15220,quantile,34,12 wk ahead cum death,2020-04-26
20360,0.350,16394,quantile,34,12 wk ahead cum death,2020-04-26
20361,0.400,17915,quantile,34,12 wk ahead cum death,2020-04-26
20362,0.450,19612,quantile,34,12 wk ahead cum death,2020-04-26
20363,0.500,21462,quantile,34,12 wk ahead cum death,2020-04-26
20364,NA,21462,point,34,12 wk ahead cum death,2020-04-26
20365,0.550,25186,quantile,34,12 wk ahead cum death,2020-04-26
20366,0.600,29382,quantile,34,12 wk ahead cum death,2020-04-26
20367,0.650,35749,quantile,34,12 wk ahead cum death,2020-04-26
20368,0.700,45690,quantile,34,12 wk ahead cum death,2020-04-26
20369,0.750,66478,quantile,34,12 wk ahead cum death,2020-04-26
20370,0.800,108283,quantile,34,12 wk ahead cum death,2020-04-26
20371,0.850,157216,quantile,34,12 wk ahead cum death,2020-04-26
20372,0.900,212328,quantile,34,12 wk ahead cum death,2020-04-26
20373,0.950,290824,quantile,34,12 wk ahead cum death,2020-04-26
20374,0.975,344619,quantile,34,12 wk ahead cum death,2020-04-26
20375,0.990,399423,quantile,34,12 wk ahead cum death,2020-04-26
20376,0.010,7966,quantile,34,13 wk ahead cum death,2020-04-26
20377,0.025,8982,quantile,34,13 wk ahead cum death,2020-04-26
20378,0.050,10174,quantile,34,13 wk ahead cum death,2020-04-26
20379,0.100,11465,quantile,34,13 wk ahead cum death,2020-04-26
20380,0.150,12186,quantile,34,13 wk ahead cum death,2020-04-26
20381,0.200,13033,quantile,34,13 wk ahead cum death,2020-04-26
20382,0.250,14191,quantile,34,13 wk ahead cum death,2020-04-26
20383,0.300,15136,quantile,34,13 wk ahead cum death,2020-04-26
20384,0.350,16641,quantile,34,13 wk ahead cum death,2020-04-26
20385,0.400,18140,quantile,34,13 wk ahead cum death,2020-04-26
20386,0.450,19771,quantile,34,13 wk ahead cum death,2020-04-26
20387,0.500,21842,quantile,34,13 wk ahead cum death,2020-04-26
20388,NA,21842,point,34,13 wk ahead cum death,2020-04-26
20389,0.550,25101,quantile,34,13 wk ahead cum death,2020-04-26
20390,0.600,30731,quantile,34,13 wk ahead cum death,2020-04-26
20391,0.650,38191,quantile,34,13 wk ahead cum death,2020-04-26
20392,0.700,51558,quantile,34,13 wk ahead cum death,2020-04-26
20393,0.750,79589,quantile,34,13 wk ahead cum death,2020-04-26
20394,0.800,119367,quantile,34,13 wk ahead cum death,2020-04-26
20395,0.850,170260,quantile,34,13 wk ahead cum death,2020-04-26
20396,0.900,222667,quantile,34,13 wk ahead cum death,2020-04-26
20397,0.950,310951,quantile,34,13 wk ahead cum death,2020-04-26
20398,0.975,372016,quantile,34,13 wk ahead cum death,2020-04-26
20399,0.990,406800,quantile,34,13 wk ahead cum death,2020-04-26
20400,0.010,8279,quantile,34,14 wk ahead cum death,2020-04-26
20401,0.025,8995,quantile,34,14 wk ahead cum death,2020-04-26
20402,0.050,9687,quantile,34,14 wk ahead cum death,2020-04-26
20403,0.100,10865,quantile,34,14 wk ahead cum death,2020-04-26
20404,0.150,12016,quantile,34,14 wk ahead cum death,2020-04-26
20405,0.200,13170,quantile,34,14 wk ahead cum death,2020-04-26
20406,0.250,14255,quantile,34,14 wk ahead cum death,2020-04-26
20407,0.300,15304,quantile,34,14 wk ahead cum death,2020-04-26
20408,0.350,16576,quantile,34,14 wk ahead cum death,2020-04-26
20409,0.400,18107,quantile,34,14 wk ahead cum death,2020-04-26
20410,0.450,20330,quantile,34,14 wk ahead cum death,2020-04-26
20411,0.500,22716,quantile,34,14 wk ahead cum death,2020-04-26
20412,NA,22716,point,34,14 wk ahead cum death,2020-04-26
20413,0.550,26046,quantile,34,14 wk ahead cum death,2020-04-26
20414,0.600,31187,quantile,34,14 wk ahead cum death,2020-04-26
20415,0.650,39688,quantile,34,14 wk ahead cum death,2020-04-26
20416,0.700,53702,quantile,34,14 wk ahead cum death,2020-04-26
20417,0.750,85462,quantile,34,14 wk ahead cum death,2020-04-26
20418,0.800,130428,quantile,34,14 wk ahead cum death,2020-04-26
20419,0.850,171921,quantile,34,14 wk ahead cum death,2020-04-26
20420,0.900,231369,quantile,34,14 wk ahead cum death,2020-04-26
20421,0.950,310316,quantile,34,14 wk ahead cum death,2020-04-26
20422,0.975,356404,quantile,34,14 wk ahead cum death,2020-04-26
20423,0.990,417274,quantile,34,14 wk ahead cum death,2020-04-26
20424,0.010,7614,quantile,34,15 wk ahead cum death,2020-04-26
20425,0.025,8450,quantile,34,15 wk ahead cum death,2020-04-26
20426,0.050,9778,quantile,34,15 wk ahead cum death,2020-04-26
20427,0.100,11026,quantile,34,15 wk ahead cum death,2020-04-26
20428,0.150,12042,quantile,34,15 wk ahead cum death,2020-04-26
20429,0.200,13039,quantile,34,15 wk ahead cum death,2020-04-26
20430,0.250,14121,quantile,34,15 wk ahead cum death,2020-04-26
20431,0.300,15216,quantile,34,15 wk ahead cum death,2020-04-26
20432,0.350,16582,quantile,34,15 wk ahead cum death,2020-04-26
20433,0.400,17940,quantile,34,15 wk ahead cum death,2020-04-26
20434,0.450,19921,quantile,34,15 wk ahead cum death,2020-04-26
20435,0.500,22190,quantile,34,15 wk ahead cum death,2020-04-26
20436,NA,22190,point,34,15 wk ahead cum death,2020-04-26
20437,0.550,26112,quantile,34,15 wk ahead cum death,2020-04-26
20438,0.600,31757,quantile,34,15 wk ahead cum death,2020-04-26
20439,0.650,41838,quantile,34,15 wk ahead cum death,2020-04-26
20440,0.700,57136,quantile,34,15 wk ahead cum death,2020-04-26
20441,0.750,92181,quantile,34,15 wk ahead cum death,2020-04-26
20442,0.800,138016,quantile,34,15 wk ahead cum death,2020-04-26
20443,0.850,186357,quantile,34,15 wk ahead cum death,2020-04-26
20444,0.900,234180,quantile,34,15 wk ahead cum death,2020-04-26
20445,0.950,316061,quantile,34,15 wk ahead cum death,2020-04-26
20446,0.975,385836,quantile,34,15 wk ahead cum death,2020-04-26
20447,0.990,435116,quantile,34,15 wk ahead cum death,2020-04-26
20448,0.010,8184,quantile,34,16 wk ahead cum death,2020-04-26
20449,0.025,9266,quantile,34,16 wk ahead cum death,2020-04-26
20450,0.050,10187,quantile,34,16 wk ahead cum death,2020-04-26
20451,0.100,11309,quantile,34,16 wk ahead cum death,2020-04-26
20452,0.150,12379,quantile,34,16 wk ahead cum death,2020-04-26
20453,0.200,13493,quantile,34,16 wk ahead cum death,2020-04-26
20454,0.250,14503,quantile,34,16 wk ahead cum death,2020-04-26
20455,0.300,15457,quantile,34,16 wk ahead cum death,2020-04-26
20456,0.350,16832,quantile,34,16 wk ahead cum death,2020-04-26
20457,0.400,18034,quantile,34,16 wk ahead cum death,2020-04-26
20458,0.450,20088,quantile,34,16 wk ahead cum death,2020-04-26
20459,0.500,23011,quantile,34,16 wk ahead cum death,2020-04-26
20460,NA,23011,point,34,16 wk ahead cum death,2020-04-26
20461,0.550,26243,quantile,34,16 wk ahead cum death,2020-04-26
20462,0.600,32723,quantile,34,16 wk ahead cum death,2020-04-26
20463,0.650,43011,quantile,34,16 wk ahead cum death,2020-04-26
20464,0.700,60381,quantile,34,16 wk ahead cum death,2020-04-26
20465,0.750,99532,quantile,34,16 wk ahead cum death,2020-04-26
20466,0.800,147539,quantile,34,16 wk ahead cum death,2020-04-26
20467,0.850,201657,quantile,34,16 wk ahead cum death,2020-04-26
20468,0.900,250549,quantile,34,16 wk ahead cum death,2020-04-26
20469,0.950,319573,quantile,34,16 wk ahead cum death,2020-04-26
20470,0.975,364432,quantile,34,16 wk ahead cum death,2020-04-26
20471,0.990,441922,quantile,34,16 wk ahead cum death,2020-04-26
20472,0.010,8308,quantile,34,17 wk ahead cum death,2020-04-26
20473,0.025,9233,quantile,34,17 wk ahead cum death,2020-04-26
20474,0.050,9869,quantile,34,17 wk ahead cum death,2020-04-26
20475,0.100,11108,quantile,34,17 wk ahead cum death,2020-04-26
20476,0.150,12117,quantile,34,17 wk ahead cum death,2020-04-26
20477,0.200,13194,quantile,34,17 wk ahead cum death,2020-04-26
20478,0.250,14194,quantile,34,17 wk ahead cum death,2020-04-26
20479,0.300,15433,quantile,34,17 wk ahead cum death,2020-04-26
20480,0.350,16986,quantile,34,17 wk ahead cum death,2020-04-26
20481,0.400,18241,quantile,34,17 wk ahead cum death,2020-04-26
20482,0.450,20425,quantile,34,17 wk ahead cum death,2020-04-26
20483,0.500,22544,quantile,34,17 wk ahead cum death,2020-04-26
20484,NA,22544,point,34,17 wk ahead cum death,2020-04-26
20485,0.550,26860,quantile,34,17 wk ahead cum death,2020-04-26
20486,0.600,34212,quantile,34,17 wk ahead cum death,2020-04-26
20487,0.650,45124,quantile,34,17 wk ahead cum death,2020-04-26
20488,0.700,64365,quantile,34,17 wk ahead cum death,2020-04-26
20489,0.750,102128,quantile,34,17 wk ahead cum death,2020-04-26
20490,0.800,156476,quantile,34,17 wk ahead cum death,2020-04-26
20491,0.850,198049,quantile,34,17 wk ahead cum death,2020-04-26
20492,0.900,250168,quantile,34,17 wk ahead cum death,2020-04-26
20493,0.950,319823,quantile,34,17 wk ahead cum death,2020-04-26
20494,0.975,377196,quantile,34,17 wk ahead cum death,2020-04-26
20495,0.990,463952,quantile,34,17 wk ahead cum death,2020-04-26
20496,0.010,8417,quantile,34,18 wk ahead cum death,2020-04-26
20497,0.025,9235,quantile,34,18 wk ahead cum death,2020-04-26
20498,0.050,10069,quantile,34,18 wk ahead cum death,2020-04-26
20499,0.100,11377,quantile,34,18 wk ahead cum death,2020-04-26
20500,0.150,12534,quantile,34,18 wk ahead cum death,2020-04-26
20501,0.200,13380,quantile,34,18 wk ahead cum death,2020-04-26
20502,0.250,14220,quantile,34,18 wk ahead cum death,2020-04-26
20503,0.300,15641,quantile,34,18 wk ahead cum death,2020-04-26
20504,0.350,16727,quantile,34,18 wk ahead cum death,2020-04-26
20505,0.400,18429,quantile,34,18 wk ahead cum death,2020-04-26
20506,0.450,20913,quantile,34,18 wk ahead cum death,2020-04-26
20507,0.500,23352,quantile,34,18 wk ahead cum death,2020-04-26
20508,NA,23352,point,34,18 wk ahead cum death,2020-04-26
20509,0.550,27164,quantile,34,18 wk ahead cum death,2020-04-26
20510,0.600,33978,quantile,34,18 wk ahead cum death,2020-04-26
20511,0.650,46482,quantile,34,18 wk ahead cum death,2020-04-26
20512,0.700,66171,quantile,34,18 wk ahead cum death,2020-04-26
20513,0.750,108825,quantile,34,18 wk ahead cum death,2020-04-26
20514,0.800,157844,quantile,34,18 wk ahead cum death,2020-04-26
20515,0.850,206053,quantile,34,18 wk ahead cum death,2020-04-26
20516,0.900,256624,quantile,34,18 wk ahead cum death,2020-04-26
20517,0.950,321782,quantile,34,18 wk ahead cum death,2020-04-26
20518,0.975,382854,quantile,34,18 wk ahead cum death,2020-04-26
20519,0.990,445623,quantile,34,18 wk ahead cum death,2020-04-26
20520,0.010,8498,quantile,34,19 wk ahead cum death,2020-04-26
20521,0.025,9055,quantile,34,19 wk ahead cum death,2020-04-26
20522,0.050,9798,quantile,34,19 wk ahead cum death,2020-04-26
20523,0.100,11386,quantile,34,19 wk ahead cum death,2020-04-26
20524,0.150,12524,quantile,34,19 wk ahead cum death,2020-04-26
20525,0.200,13558,quantile,34,19 wk ahead cum death,2020-04-26
20526,0.250,14471,quantile,34,19 wk ahead cum death,2020-04-26
20527,0.300,15539,quantile,34,19 wk ahead cum death,2020-04-26
20528,0.350,16630,quantile,34,19 wk ahead cum death,2020-04-26
20529,0.400,18245,quantile,34,19 wk ahead cum death,2020-04-26
20530,0.450,20309,quantile,34,19 wk ahead cum death,2020-04-26
20531,0.500,22976,quantile,34,19 wk ahead cum death,2020-04-26
20532,NA,22976,point,34,19 wk ahead cum death,2020-04-26
20533,0.550,27964,quantile,34,19 wk ahead cum death,2020-04-26
20534,0.600,35440,quantile,34,19 wk ahead cum death,2020-04-26
20535,0.650,47763,quantile,34,19 wk ahead cum death,2020-04-26
20536,0.700,75964,quantile,34,19 wk ahead cum death,2020-04-26
20537,0.750,110149,quantile,34,19 wk ahead cum death,2020-04-26
20538,0.800,164224,quantile,34,19 wk ahead cum death,2020-04-26
20539,0.850,211686,quantile,34,19 wk ahead cum death,2020-04-26
20540,0.900,250630,quantile,34,19 wk ahead cum death,2020-04-26
20541,0.950,335891,quantile,34,19 wk ahead cum death,2020-04-26
20542,0.975,388926,quantile,34,19 wk ahead cum death,2020-04-26
20543,0.990,445784,quantile,34,19 wk ahead cum death,2020-04-26
20544,0.010,8314,quantile,34,20 wk ahead cum death,2020-04-26
20545,0.025,9185,quantile,34,20 wk ahead cum death,2020-04-26
20546,0.050,10110,quantile,34,20 wk ahead cum death,2020-04-26
20547,0.100,11189,quantile,34,20 wk ahead cum death,2020-04-26
20548,0.150,12222,quantile,34,20 wk ahead cum death,2020-04-26
20549,0.200,13205,quantile,34,20 wk ahead cum death,2020-04-26
20550,0.250,14318,quantile,34,20 wk ahead cum death,2020-04-26
20551,0.300,15258,quantile,34,20 wk ahead cum death,2020-04-26
20552,0.350,16378,quantile,34,20 wk ahead cum death,2020-04-26
20553,0.400,18119,quantile,34,20 wk ahead cum death,2020-04-26
20554,0.450,20504,quantile,34,20 wk ahead cum death,2020-04-26
20555,0.500,23543,quantile,34,20 wk ahead cum death,2020-04-26
20556,NA,23543,point,34,20 wk ahead cum death,2020-04-26
20557,0.550,27424,quantile,34,20 wk ahead cum death,2020-04-26
20558,0.600,34272,quantile,34,20 wk ahead cum death,2020-04-26
20559,0.650,48475,quantile,34,20 wk ahead cum death,2020-04-26
20560,0.700,78466,quantile,34,20 wk ahead cum death,2020-04-26
20561,0.750,118653,quantile,34,20 wk ahead cum death,2020-04-26
20562,0.800,169258,quantile,34,20 wk ahead cum death,2020-04-26
20563,0.850,211334,quantile,34,20 wk ahead cum death,2020-04-26
20564,0.900,254852,quantile,34,20 wk ahead cum death,2020-04-26
20565,0.950,327858,quantile,34,20 wk ahead cum death,2020-04-26
20566,0.975,390078,quantile,34,20 wk ahead cum death,2020-04-26
20567,0.990,434597,quantile,34,20 wk ahead cum death,2020-04-26
20568,0.010,8199,quantile,34,21 wk ahead cum death,2020-04-26
20569,0.025,9055,quantile,34,21 wk ahead cum death,2020-04-26
20570,0.050,10159,quantile,34,21 wk ahead cum death,2020-04-26
20571,0.100,11214,quantile,34,21 wk ahead cum death,2020-04-26
20572,0.150,12084,quantile,34,21 wk ahead cum death,2020-04-26
20573,0.200,13183,quantile,34,21 wk ahead cum death,2020-04-26
20574,0.250,14168,quantile,34,21 wk ahead cum death,2020-04-26
20575,0.300,15393,quantile,34,21 wk ahead cum death,2020-04-26
20576,0.350,16719,quantile,34,21 wk ahead cum death,2020-04-26
20577,0.400,18519,quantile,34,21 wk ahead cum death,2020-04-26
20578,0.450,20997,quantile,34,21 wk ahead cum death,2020-04-26
20579,0.500,23808,quantile,34,21 wk ahead cum death,2020-04-26
20580,NA,23808,point,34,21 wk ahead cum death,2020-04-26
20581,0.550,28596,quantile,34,21 wk ahead cum death,2020-04-26
20582,0.600,36450,quantile,34,21 wk ahead cum death,2020-04-26
20583,0.650,51550,quantile,34,21 wk ahead cum death,2020-04-26
20584,0.700,84695,quantile,34,21 wk ahead cum death,2020-04-26
20585,0.750,120453,quantile,34,21 wk ahead cum death,2020-04-26
20586,0.800,166311,quantile,34,21 wk ahead cum death,2020-04-26
20587,0.850,210122,quantile,34,21 wk ahead cum death,2020-04-26
20588,0.900,258183,quantile,34,21 wk ahead cum death,2020-04-26
20589,0.950,331379,quantile,34,21 wk ahead cum death,2020-04-26
20590,0.975,389288,quantile,34,21 wk ahead cum death,2020-04-26
20591,0.990,458398,quantile,34,21 wk ahead cum death,2020-04-26
20592,0.010,7914,quantile,34,22 wk ahead cum death,2020-04-26
20593,0.025,8805,quantile,34,22 wk ahead cum death,2020-04-26
