forecast_date,target,target_end_date,location,type,quantile, value ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,32,quantile,0.9," 4,533 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,32,quantile,0.95," 4,555 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,32,quantile,0.975," 4,566 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,32,quantile,0.99," 4,624 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,point,NA, 157 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.01, 82 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.025, 110 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.05, 112 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.1, 115 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.15, 119 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.2, 122 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.25, 126 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.3, 132 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.35, 138 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.4, 144 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.45, 151 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.5, 157 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.55, 165 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.6, 173 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.65, 181 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.7, 188 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.75, 196 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.8, 202 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.85, 207 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.9, 213 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.95, 218 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.975, 221 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,32,quantile,0.99, 249 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,point,NA," 4,575 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.01," 4,357 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.025," 4,443 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.05," 4,454 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.1," 4,477 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.15," 4,499 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.2," 4,521 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.25," 4,544 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.3," 4,550 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.35," 4,556 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.4," 4,562 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.45," 4,569 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.5," 4,575 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.55," 4,583 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.6," 4,591 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.65," 4,599 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.7," 4,606 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.75," 4,614 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.8," 4,653 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.85," 4,691 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.9," 4,729 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.95," 4,768 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.975," 4,787 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,32,quantile,0.99," 4,873 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,point,NA, 155 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.01, 75 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.025, 115 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.05, 116 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.1, 118 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.15, 120 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.2, 122 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.25, 124 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.3, 130 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.35, 136 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.4, 143 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.45, 149 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.5, 155 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.55, 163 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.6, 171 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.65, 178 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.7, 186 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.75, 194 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.8, 212 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.85, 230 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.9, 249 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.95, 267 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.975, 276 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,32,quantile,0.99, 316 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,point,NA," 4,730 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.01," 4,432 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.025," 4,558 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.05," 4,574 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.1," 4,605 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.15," 4,636 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.2," 4,668 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.25," 4,699 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.3," 4,705 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.35," 4,711 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.4," 4,718 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.45," 4,724 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.5," 4,730 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.55," 4,738 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.6," 4,746 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.65," 4,753 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.7," 4,761 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.75," 4,769 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.8," 4,834 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.85," 4,900 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.9," 4,965 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.95," 5,030 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.975," 5,063 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,32,quantile,0.99," 5,189 ",,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,point,NA, 134 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.01, 65 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.025, 100 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.05, 101 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.1, 102 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.15, 104 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.2, 106 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.25, 107 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.3, 113 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.35, 118 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.4, 123 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.45, 129 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.5, 134 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.55, 141 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.6, 147 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.65, 154 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.7, 161 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.75, 168 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.8, 183 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.85, 199 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.9, 215 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.95, 231 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.975, 239 ,,,,,,,,
2021-01-30,4 wk ahead inc death,2021-02-26,32,quantile,0.99, 274 ,,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,point,NA," 4,864 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.01," 4,497 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.025," 4,658 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.05," 4,678 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.1," 4,718 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.15," 4,758 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.2," 4,797 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.25," 4,837 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.3," 4,843 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.35," 4,848 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.4," 4,853 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.45," 4,859 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.5," 4,864 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.55," 4,871 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.6," 4,877 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.65," 4,884 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.7," 4,891 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.75," 4,898 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.8," 4,987 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.85," 5,077 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.9," 5,167 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.95," 5,257 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.975," 5,302 ",,,,,,,,
2021-01-30,4 wk ahead cum death,2021-02-26,32,quantile,0.99," 5,463 ",,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,point,NA, 57 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.01, -   ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.025, 18 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.05, 21 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.1, 27 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.15, 33 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.2, 40 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.25, 46 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.3, 48 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.35, 50 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.4, 52 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.45, 55 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.5, 57 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.55, 60 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.6, 63 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.65, 66 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.7, 68 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.75, 71 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.8, 95 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.85, 119 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.9, 142 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.95, 166 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.975, 178 ,,,,,,,,
2021-01-30,1 wk ahead inc death,2021-02-05,33,quantile,0.99, 218 ,,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,point,NA," 1,093 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.01," 1,036 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.025," 1,054 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.05," 1,057 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.1," 1,063 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.15," 1,069 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.2," 1,076 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.25," 1,082 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.3," 1,084 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.35," 1,086 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.4," 1,088 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.45," 1,091 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.5," 1,093 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.55," 1,096 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.6," 1,099 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.65," 1,102 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.7," 1,104 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.75," 1,107 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.8," 1,131 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.85," 1,155 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.9," 1,178 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.95," 1,202 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.975," 1,214 ",,,,,,,,
2021-01-30,1 wk ahead cum death,2021-02-05,33,quantile,0.99," 1,254 ",,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,point,NA, 69 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.01, 18 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.025, 37 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.05, 39 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.1, 43 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.15, 47 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.2, 51 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.25, 55 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.3, 58 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.35, 61 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.4, 64 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.45, 66 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.5, 69 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.55, 73 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.6, 76 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.65, 79 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.7, 83 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.75, 86 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.8, 92 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.85, 98 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.9, 103 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.95, 109 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.975, 112 ,,,,,,,,
2021-01-30,2 wk ahead inc death,2021-02-12,33,quantile,0.99, 131 ,,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,point,NA," 1,162 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.01," 1,036 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.025," 1,091 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.05," 1,097 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.1," 1,110 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.15," 1,123 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.2," 1,136 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.25," 1,148 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.3," 1,151 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.35," 1,154 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.4," 1,157 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.45," 1,159 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.5," 1,162 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.55," 1,166 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.6," 1,169 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.65," 1,172 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.7," 1,176 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.75," 1,179 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.8," 1,212 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.85," 1,245 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.9," 1,277 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.95," 1,310 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.975," 1,326 ",,,,,,,,
2021-01-30,2 wk ahead cum death,2021-02-12,33,quantile,0.99," 1,385 ",,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,point,NA, 63 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.01, 14 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.025, 39 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.05, 40 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.1, 43 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.15, 45 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.2, 48 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.25, 50 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.3, 53 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.35, 55 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.4, 58 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.45, 61 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.5, 63 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.55, 66 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.6, 69 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.65, 73 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.7, 76 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.75, 79 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.8, 92 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.85, 106 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.9, 120 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.95, 133 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.975, 140 ,,,,,,,,
2021-01-30,3 wk ahead inc death,2021-02-19,33,quantile,0.99, 165 ,,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,point,NA," 1,225 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.01," 1,046 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.025," 1,130 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.05," 1,139 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.1," 1,158 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.15," 1,176 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.2," 1,194 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.25," 1,212 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.3," 1,215 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.35," 1,217 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.4," 1,220 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.45," 1,223 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.5," 1,225 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.55," 1,228 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.6," 1,231 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.65," 1,235 ",,,,,,,,
2021-01-30,3 wk ahead cum death,2021-02-19,33,quantile,0.7," 1,238 ",,,,,,,,
